event_date,spot_id,conteo_vistas
20250217,36186,1
20250217,40915,2
20250217,29207,1
20250217,19927,1
20250217,41009,2
20250217,40971,6
20250217,36676,1
20250217,2753,1
20250217,304,3
20250217,33588,1
20250217,31265,1
20250217,26976,1
20250217,39054,1
20250217,27755,1
20250217,41013,7
20250430,17601,9
20250430,38229,1
20250430,43557,1
20250430,34843,1
20250430,50372,31
20250430,49336,10
20250430,50370,7
20250430,32870,1
20250430,47050,42
20250430,41871,1
20250430,49332,2
20250430,41729,1
20250430,38209,4
20250430,33846,1
20250430,38823,1
20250430,20590,2
20250430,30662,4
20250430,34977,1
20250401,39377,1
20250401,38912,2
20250401,41268,4
20250401,13401,1
20250401,43197,7
20250401,33451,1
20250401,42733,1
20250401,39166,1
20250401,20023,1
20250401,5311,9
20250401,30871,4
20250401,40121,6
20250401,27838,2
20250401,37192,1
20250401,32108,3
20250401,15810,3
20250401,15697,5
20250401,18951,3
20250401,23503,1
20250401,27330,4
20250401,36465,1
20250401,13618,1
20250401,33276,1
20250401,462,1
20250401,15951,1
20250401,27021,1
20250401,42556,1
20250401,32518,2
20250401,18775,1
20250321,44318,3
20250321,42646,3
20250321,11439,1
20250321,42297,1
20250321,42274,7
20250321,29547,3
20250321,27280,2
20250321,30064,3
20250321,40047,1
20250321,43891,1
20250321,15225,1
20250321,36802,1
20250321,23026,2
20250321,42017,1
20250321,43197,1
20250321,34843,2
20250321,15668,1
20250321,42598,1
20250321,38267,1
20250321,31843,1
20250321,13565,1
20250321,42300,2
20250321,41762,3
20250321,41589,2
20250321,32517,1
20250321,18265,1
20250321,44260,1
20250131,29986,3
20250131,36676,1
20250131,20848,1
20250131,36577,1
20250131,37220,1
20250131,36494,1
20250131,23026,1
20250131,27974,5
20250131,2979,1
20250131,36249,1
20250131,15960,1
20250131,29417,1
20250131,32104,1
20250131,36588,2
20250131,31506,1
20241215,15252,2
20250209,15667,4
20250209,23069,1
20250209,35999,2
20250209,35737,1
20250424,2279,1
20250424,35441,1
20250424,14106,1
20250424,47528,11
20250424,47866,57
20250424,47757,22
20250424,34765,1
20250424,43499,1
20250424,18653,2
20250424,26910,3
20250424,35550,2
20250424,39547,3
20250424,9773,1
20250424,47949,1
20250424,47696,1
20250424,47555,1
20250424,47547,1
20250424,47991,1
20250424,45618,1
20250424,38082,1
20250424,26943,1
20250424,35578,2
20250424,27641,1
20250424,12777,2
20250424,33850,1
20250424,45965,1
20250424,44770,2
20250424,45148,7
20250423,30876,1
20250423,47050,3
20250423,47012,2
20250423,47285,38
20250423,47171,5
20250423,8499,24
20250423,47528,49
20250423,47162,8
20250423,29566,1
20250423,46506,3
20250423,42136,2
20250423,47536,3
20250423,33943,1
20250423,45273,1
20250423,45621,1
20250423,37194,1
20250423,45437,2
20250423,35436,1
20250423,27164,1
20250423,34878,4
20250423,41585,2
20250127,29446,1
20250127,13904,1
20250127,35750,2
20250127,11218,3
20250127,30199,4
20250127,24670,1
20250127,25335,1
20250127,3274,1
20250127,37723,15
20250127,13439,1
20250127,33862,1
20250127,15712,1
20250127,5311,3
20250127,34176,1
20250127,23251,1
20250127,23549,1
20250127,29925,1
20250127,27354,1
20250127,15269,1
20250127,15122,3
20250127,35975,3
20250127,34888,1
20250127,30034,1
20250127,26029,4
20250415,29402,2
20250415,29893,1
20250415,15697,6
20250415,16455,1
20250415,46887,4
20250415,40895,3
20250415,32657,1
20250415,22570,2
20250415,32701,1
20250415,39347,3
20250415,28477,1
20250415,35889,4
20250415,46959,2
20250415,46324,2
20250415,2463,1
20250205,19823,2
20250205,27518,1
20250205,15771,2
20250205,12392,2
20250205,37686,1
20250205,28536,2
20250205,10517,2
20250205,29491,1
20250205,26675,3
20250205,28888,1
20250205,11240,2
20250205,13618,1
20250205,23555,1
20250205,32401,3
20250205,18158,1
20250205,15073,1
20250205,28922,1
20250205,37006,1
20250205,11457,2
20250205,35750,1
20250205,23278,1
20250219,18964,2
20250219,37356,1
20250219,37764,5
20250219,17445,3
20250219,29096,1
20250219,12800,1
20250219,23094,1
20250219,36534,5
20250219,13223,4
20250219,2753,3
20250219,41092,7
20250219,30969,1
20250219,40972,1
20250219,29723,3
20250219,39162,2
20250219,30534,5
20250219,28619,4
20250219,28546,3
20250219,35082,1
20250219,35147,2
20250219,23357,1
20250219,35889,1
20250219,32282,4
20250409,5536,3
20250409,40845,1
20250409,23083,1
20250409,15530,3
20250409,32873,1
20250409,39695,2
20250409,29081,1
20250409,40775,1
20250409,46277,1
20250409,35437,7
20250409,42660,1
20250409,45784,3
20250409,33411,1
20250409,30743,4
20250409,31986,3
20250409,42505,1
20250409,46121,2
20250410,46160,2
20250410,29923,7
20250410,31294,1
20250410,42227,2
20250410,35824,2
20250410,30710,3
20250410,28185,1
20250410,28196,1
20250410,11672,1
20250410,23570,2
20250410,36742,1
20250410,31986,4
20250410,12392,1
20250410,20750,1
20250410,18161,4
20250410,35326,1
20250410,30545,2
20250410,46377,2
20250410,33597,4
20250410,33595,3
20250410,27571,1
20250501,41800,1
20250501,41808,1
20250501,47050,118
20250501,38600,9
20250501,32819,6
20250501,30005,1
20250501,41901,2
20250501,42020,2
20250501,12957,2
20250501,32721,1
20250501,15260,2
20250501,14949,2
20250501,43099,4
20250501,26681,2
20250501,46886,5
20250501,23026,1
20241227,20561,4
20241227,36488,1
20241227,36682,1
20241205,31834,3
20241205,30762,1
20241205,29983,2
20241205,35012,1
20241205,15131,1
20241205,20307,1
20241205,23262,1
20241205,18951,7
20250126,37123,3
20250126,28637,1
20250126,36946,1
20250126,37381,1
20250126,28728,1
20250531,55574,4
20250531,36310,1
20250531,20799,1
20250531,48545,1
20250531,24735,1
20250531,55057,2
20250531,20768,1
20250531,45839,1
20250531,55573,7
20250531,27863,1
20250531,32857,1
20250531,45477,1
20250531,48749,1
20250531,50420,1
20250222,39422,1
20250222,40964,1
20250222,40887,2
20250222,15225,1
20250222,462,3
20250222,27780,2
20250222,38930,3
20250317,29388,1
20250317,35999,1
20250317,34217,1
20250317,35278,2
20250317,29989,1
20250317,15269,2
20250317,13661,1
20250317,5311,3
20250317,43674,2
20250317,20479,2
20250317,39591,6
20250317,17571,1
20250317,32636,6
20250317,29290,1
20250317,36337,1
20250317,38055,1
20250130,31597,1
20250130,34329,1
20250130,26505,1
20250130,38214,1
20250130,38166,1
20250130,9730,1
20250130,5805,1
20250130,37723,3
20250130,27273,2
20250130,36941,3
20250130,15230,3
20250130,34424,1
20250130,18951,2
20250130,29555,1
20250130,1725,3
20250130,33295,1
20250130,26534,1
20250130,26324,3
20250130,17792,1
20250108,18609,1
20250108,36283,1
20250108,22313,7
20250108,36462,2
20250108,35355,4
20250108,26969,1
20250108,12758,1
20250108,23085,1
20250108,28336,1
20250108,1030,1
20250108,23235,2
20250108,25912,2
20250108,18651,1
20250226,28336,1
20250226,20590,4
20250226,28815,5
20250226,41021,1
20250226,22664,1
20250226,41433,1
20250226,15231,1
20250226,20848,1
20250226,38694,1
20250226,1726,3
20250226,32299,2
20250226,41649,1
20250226,30876,1
20250226,12720,1
20250226,27872,1
20250208,3006,1
20250208,15271,3
20250208,23550,1
20250208,15231,1
20250208,36802,1
20250208,304,2
20250208,39161,1
20250208,31296,1
20250208,33339,1
20250208,39181,3
20250208,11755,3
20250526,51887,1
20250526,32653,1
20250526,36332,1
20250526,11131,1
20250526,20033,4
20250526,41706,1
20250526,28815,1
20250526,35894,1
20250526,27160,5
20250526,45780,4
20250526,37713,1
20250526,47637,1
20250526,34723,2
20250526,15258,1
20250526,43140,3
20250526,43191,1
20250526,49280,2
20250526,29229,1
20250526,28754,1
20250526,46821,1
20250526,40952,1
20250526,40965,2
20250526,49054,1
20250526,19249,3
20250526,51939,3
20250526,47307,5
20250526,35999,5
20250526,45469,1
20250526,31234,2
20250526,51965,3
20250526,23279,6
20250526,48086,1
20250526,41717,4
20250526,23332,2
20241210,34967,1
20241210,22584,1
20241210,20811,2
20241210,31270,1
20241210,29930,1
20241210,12099,1
20250326,28474,2
20250326,36193,2
20250326,27286,3
20250326,32754,1
20250326,37693,1
20250326,36503,1
20250326,33588,1
20250326,41803,1
20250326,27675,1
20250326,34843,4
20250326,29298,3
20250326,41754,1
20250326,23211,1
20250326,35332,1
20250326,30576,1
20250326,12738,3
20250326,34788,1
20250326,30139,2
20250326,15697,1
20250326,30138,1
20250326,2908,1
20250326,38072,3
20250326,43894,1
20250326,44893,1
20250326,32254,2
20250203,28595,1
20250203,1725,1
20250203,33834,2
20250203,39373,2
20250203,28511,1
20250203,32600,1
20250203,27825,1
20250203,17993,1
20250513,44626,3
20250513,47448,2
20250513,36382,1
20250513,46888,2
20250513,46554,2
20250513,36508,2
20250513,46198,1
20250513,48512,1
20250513,43815,1
20250513,23011,2
20250513,14585,3
20250513,35058,1
20250513,28546,5
20250513,27329,3
20250513,44324,1
20250513,33328,1
20250513,31188,2
20250513,14897,2
20250513,12898,3
20250513,48545,1
20250513,46035,1
20250513,3152,1
20250513,34765,1
20250513,27330,3
20250513,35698,1
20250513,50596,1
20250121,33616,5
20250121,32832,3
20250121,25538,1
20250121,38378,3
20250121,11380,2
20250121,38199,3
20250121,17630,1
20250121,38374,1
20250121,23774,1
20250121,17781,1
20250121,28707,1
20250121,304,1
20250121,2635,1
20250121,19659,1
20250121,29458,1
20250121,20251,1
20250121,32735,1
20250121,462,1
20250121,38273,1
20241222,14103,2
20241222,35436,1
20250308,37040,1
20250308,29778,2
20250308,43292,1
20250308,36374,1
20250308,33846,2
20250308,15059,1
20250308,11450,1
20250112,28161,1
20250112,36534,1
20250112,15278,2
20250112,36717,2
20250112,33091,2
20250112,5311,2
20250112,34723,1
20250112,12493,1
20241231,23205,1
20241231,23441,1
20241231,20442,1
20241209,27849,2
20241209,33905,2
20241209,23262,1
20241209,27133,2
20241209,31701,2
20241209,20442,3
20241209,26113,2
20241209,26063,3
20241209,20586,1
20241209,2281,3
20241209,34535,2
20250508,15555,3
20250508,28675,1
20250508,33958,1
20250508,44848,1
20250508,23547,1
20250508,32626,1
20250508,39405,1
20250508,40962,1
20250508,45778,2
20250508,47050,7
20250508,41748,2
20250508,42516,1
20250508,47253,1
20250508,11090,3
20250508,46036,1
20250508,43367,2
20250508,23509,1
20250508,50631,1
20250508,47142,1
20250508,27997,1
20250508,46521,2
20250508,44370,1
20250303,15052,3
20250303,34842,2
20250303,2326,2
20250303,41653,1
20250303,29859,1
20250303,41480,1
20250303,2512,7
20250303,37723,2
20250303,42314,1
20250303,38384,2
20250303,30979,1
20250303,28663,1
20250303,33312,3
20250303,40087,9
20250303,20816,2
20250303,31719,1
20250303,20844,11
20250303,39928,1
20250303,20307,1
20250303,30876,3
20250303,15222,1
20250303,30667,5
20250303,36388,1
20250303,15235,1
20250303,28029,3
20250303,38591,3
20250303,33332,1
20250303,39348,3
20241226,19308,1
20241226,31831,2
20241226,30629,1
20241226,26689,1
20241226,28953,1
20241226,26063,4
20241226,5313,1
20241218,14254,2
20241218,35598,4
20241218,15282,2
20241218,35522,1
20241218,36005,2
20241218,35550,4
20241218,12493,1
20241218,28500,1
20241218,35343,1
20250207,33376,3
20250207,29373,1
20250207,39032,1
20250207,19176,1
20250207,33985,4
20250207,30828,1
20250207,36463,2
20250207,28960,2
20250207,27311,2
20250207,27795,2
20250207,23364,2
20250207,27587,1
20250207,31613,2
20250207,15331,1
20250604,37262,1
20250604,47322,1
20250604,53978,1
20250604,45555,1
20250604,38285,2
20250604,46007,3
20250604,49331,1
20250604,2642,1
20250604,43757,1
20250604,28893,2
20250604,47453,2
20250604,49056,1
20250604,49533,1
20250604,38814,2
20250604,37101,1
20250604,27164,2
20250604,18911,2
20250604,27272,1
20250604,32884,1
20250604,46967,1
20250604,34332,4
20250604,46454,1
20250517,39734,1
20250517,3053,1
20250517,40193,2
20250517,11473,1
20250517,11755,1
20250517,28031,1
20250517,569,2
20250517,29628,2
20250517,31854,1
20250517,36921,1
20250517,47086,2
20250517,34723,1
20250517,31719,1
20250517,27997,2
20250517,41447,1
20250517,48620,2
20250304,32709,1
20250304,36502,1
20250304,42585,1
20250304,39422,1
20250304,37161,1
20250304,27348,2
20250304,20756,3
20250304,18711,1
20250304,23026,1
20250304,27485,2
20250304,30743,1
20250304,15259,3
20250304,29566,2
20250304,20718,1
20250304,27985,3
20250304,27837,1
20250304,34749,1
20250304,28110,3
20250125,37723,5
20250125,28674,4
20250125,33844,1
20250125,15697,2
20250125,33595,3
20250125,35999,2
20250125,20742,1
20250212,31272,4
20250212,38589,1
20250212,32254,2
20250212,40702,1
20250212,15235,1
20250212,34475,1
20250212,40839,2
20250212,26151,3
20250212,31884,1
20250212,1725,1
20250212,2846,2
20250212,33625,1
20250212,24351,1
20250212,23080,1
20250212,34126,1
20250417,47046,6
20250417,33323,1
20250417,45077,1
20250417,47041,3
20250417,42637,1
20250417,27354,2
20250417,45119,1
20250417,47125,12
20250417,36419,1
20250417,19322,1
20241214,32834,2
20241214,20686,1
20250221,22313,4
20250221,15674,5
20250221,40917,1
20250221,23281,2
20250221,39817,2
20250221,33451,1
20250221,23576,1
20250221,15712,2
20250221,19109,2
20250221,35645,3
20250221,39417,1
20250221,41443,3
20250221,34617,1
20250221,32254,2
20250603,45870,1
20250603,38807,1
20250603,27566,1
20250603,13391,3
20250603,37735,2
20250603,18951,1
20250603,54405,6
20250603,28622,1
20250603,53325,1
20250603,55594,1
20250603,31281,6
20250603,51863,2
20250603,28495,2
20250603,55582,4
20250603,42086,1
20250603,53543,2
20250603,30876,1
20250603,33377,1
20250603,48633,2
20250603,47392,16
20250603,54450,7
20250603,55655,3
20250603,33870,2
20250603,39725,1
20250603,35111,1
20250603,48890,1
20250603,44106,1
20250603,49739,1
20250603,33917,5
20250603,26063,3
20250107,12274,1
20250107,35410,2
20250107,28216,2
20250107,28675,3
20250107,29635,2
20250107,23211,1
20250107,12569,3
20250107,31457,1
20250107,35313,3
20250107,19582,1
20250413,46611,8
20250413,23441,1
20250413,45775,2
20250413,15594,1
20250413,12777,3
20250413,2973,2
20250413,28916,1
20250413,28531,2
20250525,45097,1
20250525,44908,7
20250525,33917,1
20250525,30829,1
20250525,18101,1
20250525,38209,1
20250525,38600,1
20250525,30139,2
20250525,28900,2
20250525,35278,1
20250525,35856,3
20250525,29076,1
20250525,28533,3
20250522,31281,2
20250522,53595,2
20250522,35583,1
20250522,48545,2
20250522,41447,4
20250522,48097,1
20250522,39820,2
20250522,43757,3
20250522,29744,1
20250522,48466,2
20250522,42401,1
20250522,50539,1
20250522,11420,8
20250522,53237,1
20250522,44839,1
20250522,44354,3
20250522,40971,4
20250522,1777,4
20250522,48480,1
20250522,24654,2
20250522,13033,6
20250522,36990,1
20250522,30050,2
20250522,28589,1
20250522,15040,1
20250522,14535,1
20250522,34723,1
20250522,36758,1
20250529,26063,2
20250529,32657,1
20250529,11977,1
20250529,45788,1
20250529,14479,1
20250529,39040,1
20250529,16921,2
20250529,36203,1
20250529,32517,3
20250529,47392,2
20250529,52932,2
20250529,48466,1
20250529,5542,1
20250529,38793,1
20250529,52667,3
20250529,27841,3
20250422,45771,1
20250422,47011,6
20250422,23179,1
20250422,11327,3
20250422,47130,6
20250422,47125,2
20250422,46612,4
20250422,47095,3
20250422,44724,1
20250422,36497,2
20250422,42274,2
20250422,43813,1
20250422,29229,2
20250422,46318,3
20250422,31731,2
20250422,20723,2
20250422,27069,2
20250422,35971,1
20250422,45943,1
20250422,38454,1
20250422,41636,2
20250422,35047,1
20250422,27028,1
20250422,2642,1
20250422,40845,4
20250422,46024,1
20250422,35593,1
20250103,31631,1
20250103,9754,1
20250103,13635,2
20250103,20785,1
20250103,20686,1
20250103,36592,2
20250103,36785,1
20250103,36786,2
20250103,26579,4
20250103,23341,1
20250103,29110,2
20250103,30552,1
20250103,36865,2
20250216,32701,1
20250216,40990,3
20250216,304,5
20250216,5311,8
20250216,35346,1
20250216,36186,2
20250331,44876,5
20250331,38295,5
20250331,11450,1
20250331,42460,1
20250331,45084,1
20250331,37383,2
20250331,35425,1
20250331,37024,1
20250331,1744,1
20250331,31895,1
20250331,15635,1
20250331,31228,1
20250331,30652,1
20250331,28540,1
20250331,27354,1
20250331,38840,1
20250521,28750,1
20250521,10205,1
20250521,51333,3
20250521,36373,1
20250521,37936,1
20250521,29314,1
20250521,46887,1
20250521,37973,2
20250521,30738,2
20250521,52621,1
20250521,40788,2
20250521,14537,1
20250521,53127,2
20250521,21537,1
20250521,38407,2
20250521,22874,4
20250521,18951,4
20250521,13581,2
20250521,20033,1
20250521,2513,5
20250521,462,2
20250521,12941,1
20250521,53114,5
20250521,31220,3
20250521,2039,1
20250521,27596,2
20250521,29123,2
20250521,43829,1
20250312,42350,2
20250312,39974,2
20250312,41942,1
20250312,35409,1
20250312,43894,2
20250312,43290,1
20250312,41952,1
20250312,31281,1
20250312,37723,3
20250312,31188,2
20250312,31127,1
20250312,15269,4
20250312,28545,2
20250312,23186,1
20250312,15267,1
20250312,32709,1
20250312,27625,1
20250312,23080,3
20250312,18951,3
20250312,38367,1
20241208,31215,3
20241208,31256,2
20250307,36946,1
20250307,20816,1
20250307,43268,2
20250307,36337,1
20250307,36463,2
20250307,30574,3
20250307,28674,4
20250307,31457,1
20250307,11797,1
20250307,26910,1
20250307,33649,1
20250307,11240,1
20250307,37232,1
20250307,11017,1
20250307,43292,2
20250530,14927,1
20250530,31366,1
20250530,26063,5
20250530,48481,4
20250530,49279,1
20250530,21063,3
20250530,33376,1
20250530,10476,1
20250530,2513,2
20250530,31281,2
20250530,39972,1
20250530,49109,1
20250530,54925,5
20250530,28546,3
20250530,50570,1
20250530,18382,1
20250503,42556,1
20250503,32754,2
20250503,44876,26
20250503,47050,16
20250503,2420,1
20250503,42118,1
20250503,45978,1
20250503,3226,1
20250503,44385,1
20250503,32819,1
20250503,41585,1
20250503,38695,1
20250503,36497,1
20250504,36982,1
20250504,44876,36
20250504,39734,1
20250504,33209,1
20250504,32438,1
20250504,27340,1
20250504,30540,1
20250504,45050,1
20250504,12781,2
20250504,1759,1
20250504,36463,1
20250504,30005,1
20250504,42120,2
20250507,29193,1
20250507,44840,1
20250507,31596,1
20250507,33847,3
20250507,41676,2
20250507,37730,1
20250507,37375,2
20250507,46886,2
20250507,50630,6
20250507,28543,1
20250507,43823,1
20250507,42369,1
20250507,31234,3
20250507,41714,1
20250507,15752,1
20250507,50639,1
20250507,47980,1
20250507,14585,1
20250507,47353,3
20250507,16696,1
20250507,860,1
20250507,26063,2
20250507,27985,4
20250507,23469,1
20250507,32600,1
20250225,29320,2
20250225,38407,1
20250225,28856,2
20250225,32637,1
20250225,34489,2
20250225,42120,2
20250225,38655,5
20250225,35425,1
20250225,31275,1
20250225,41249,2
20250225,2041,1
20250225,35406,1
20250225,29096,1
20250225,12958,1
20250225,39362,1
20250225,34729,1
20250225,35050,1
20250225,35049,1
20250225,30876,4
20250225,23238,1
20250225,29123,2
20250225,31503,3
20250225,13651,1
20250225,18951,1
20250225,31764,1
20250225,28786,2
20250225,33476,1
20250225,33479,1
20250225,29566,1
20250404,23360,3
20250404,2713,2
20250404,28508,4
20250404,39378,1
20250404,43621,1
20250404,18286,1
20250404,583,1
20250404,23105,2
20250404,33878,1
20250404,22876,1
20250404,33475,1
20250404,1725,6
20250404,44212,2
20250404,43739,1
20250404,33342,2
20250426,40240,1
20250426,27311,3
20250426,30953,1
20250426,32197,1
20250426,47999,2
20250426,34876,4
20250426,47918,2
20250426,26837,1
20250426,23483,1
20241207,28674,3
20241230,36581,1
20241230,28494,2
20241230,27330,2
20241230,15262,1
20241230,28540,1
20241230,11525,1
20241230,13686,1
20241230,29989,2
20241230,28780,1
20241217,20442,1
20241217,34967,1
20241217,20769,1
20241217,27272,2
20250407,39728,2
20250407,45768,6
20250407,39034,1
20250407,44065,3
20250407,33620,1
20250407,18374,5
20250407,11420,1
20250407,33319,2
20250407,23011,1
20250407,45060,3
20250407,36503,1
20250407,42628,6
20250407,32843,1
20250407,23503,1
20250407,28540,1
20250407,15259,1
20250407,2989,1
20250407,45847,3
20250407,32254,1
20250407,43519,1
20250120,36299,1
20250120,34757,1
20250120,27098,6
20250120,38277,2
20250120,33445,2
20250120,32962,1
20250120,38221,1
20250120,33498,3
20250120,26488,2
20250120,27849,1
20250120,37723,5
20250120,28893,1
20250120,23541,1
20250120,20849,3
20250120,15230,1
20250120,15907,1
20250120,1726,2
20250120,18951,5
20250120,38219,2
20250120,27229,1
20250120,35414,3
20250120,37074,2
20250204,39414,2
20250204,32906,2
20250204,13992,1
20250204,35039,1
20250204,32473,1
20250204,34370,1
20250204,36481,3
20250204,304,4
20250204,28457,1
20250204,19162,3
20250204,31844,3
20250204,31555,3
20250211,31831,1
20250211,11420,1
20250211,32605,1
20250211,37066,1
20250211,34482,1
20250211,39017,1
20250211,31457,1
20250211,28544,1
20250211,31884,1
20250211,29304,2
20250211,28494,1
20250211,29628,1
20250211,23478,2
20250211,15276,1
20250211,30472,1
20250211,23026,2
20250211,33511,1
20250211,15269,9
20250211,28828,1
20250211,29979,3
20250211,11436,1
20250211,31576,1
20250211,38759,1
20250211,35594,1
20250211,14898,1
20250516,49173,1
20250516,13153,1
20250516,39424,1
20250516,43783,1
20250516,44842,2
20250516,39995,5
20250516,41543,1
20250516,11372,1
20250516,19927,1
20250516,35838,1
20250516,47086,4
20250516,28749,1
20250516,43885,1
20250516,34445,1
20250516,15267,1
20250516,39955,1
20250516,26021,1
20250516,23077,2
20250516,15066,1
20250306,40753,1
20250306,41812,1
20250306,28094,1
20250306,42769,1
20250306,26708,4
20250306,28556,2
20250306,29289,2
20250306,27340,1
20250306,35569,1
20250306,12160,2
20250306,40714,1
20250306,15603,2
20250306,14524,1
20250306,32512,1
20250306,27438,1
20250306,18956,1
20250306,35583,1
20250306,19986,2
20250306,29566,2
20250306,12738,2
20250306,29374,1
20250306,43132,1
20250124,39034,1
20250124,39045,1
20250124,31457,1
20250124,31865,1
20250124,15230,2
20250124,38685,1
20250124,28718,2
20250124,27795,3
20250124,28147,1
20250124,35999,1
20250124,30003,3
20250124,37778,1
20250124,36430,1
20250124,23569,1
20250124,15022,1
20250220,1654,3
20250220,30199,3
20250220,39353,2
20250220,11884,2
20250220,13766,1
20250220,23072,1
20250220,20439,1
20250220,18951,3
20250220,29936,1
20250220,15273,3
20250220,36474,1
20250220,23375,1
20250220,40085,1
20250220,28196,1
20250220,36494,1
20250220,36582,2
20250220,36390,1
20250220,22586,1
20250220,40850,2
20250220,20781,1
20250220,29467,6
20250129,31843,1
20250129,522,3
20250129,33171,1
20250129,29566,2
20250129,37316,2
20250129,15215,2
20250129,37091,2
20250129,5311,2
20250129,15259,1
20250129,38214,3
20250129,23545,4
20250129,37095,5
20250129,35300,1
20250129,15269,6
20250129,36245,2
20250129,36669,2
20250129,28710,4
20250106,26698,1
20250106,23026,1
20250106,27338,1
20250106,36261,1
20250106,15960,1
20250106,31895,1
20250106,29076,2
20250106,31480,1
20250106,25498,1
20250106,10153,1
20250106,35463,3
20250106,35704,2
20250106,23799,2
20250106,12241,2
20250106,29986,1
20250106,28477,3
20250106,14886,1
20250106,28033,1
20250528,49149,1
20250528,38378,1
20250528,30151,3
20250528,23549,4
20250528,45050,1
20250528,23135,3
20250528,48499,1
20250528,39708,1
20250528,28476,1
20250528,2170,1
20250528,44353,1
20250528,41446,2
20250528,38407,1
20250528,54198,1
20250528,34126,1
20250528,20307,1
20250528,38209,1
20250528,49407,1
20250528,52945,3
20250528,45625,1
20250528,44992,2
20250528,46065,1
20250528,15712,2
20250528,41431,1
20250528,27330,5
20250528,29123,2
20250528,36407,1
20250528,37161,2
20250528,23102,1
20250528,33937,1
20250528,48927,1
20250528,54393,1
20250528,20842,2
20250403,18777,1
20250403,41249,4
20250403,31228,1
20250403,42536,1
20250403,32947,4
20250403,43094,1
20250403,28728,1
20250403,10967,1
20250403,43697,1
20250403,32643,2
20250403,35407,1
20250403,31318,1
20250403,35706,4
20250403,13074,1
20250403,44626,5
20250403,23005,4
20250403,28720,2
20250403,30738,1
20250403,44906,2
20250403,39347,2
20250403,36990,1
20250403,14218,1
20250403,36499,1
20250403,29344,1
20250403,32019,1
20250403,13153,1
20250403,30047,1
20250403,39071,1
20250403,38600,6
20250403,45465,3
20250302,37763,1
20250302,37753,1
20250302,15235,3
20250302,23062,1
20250512,42348,2
20250512,42119,1
20250512,34779,1
20250512,50589,7
20250512,11884,2
20250512,31281,3
20250512,46983,3
20250512,43645,1
20250512,29413,1
20250512,30629,5
20250512,32931,1
20250512,584,1
20250512,1664,1
20250512,28724,1
20250512,40722,1
20250512,14529,1
20250512,2954,2
20250512,46215,2
20250512,42536,2
20250512,44897,2
20250512,48495,1
20250512,47594,1
20250512,27615,3
20241225,12477,1
20241225,15275,2
20250315,27723,5
20250315,43755,1
20250315,28124,1
20250315,39580,4
20250315,32103,1
20250315,29989,1
20250315,26151,3
20250315,37095,3
20250206,33478,1
20250206,28731,1
20250206,19032,1
20250206,28190,2
20250206,18493,1
20250206,36533,12
20250206,17703,3
20250206,39163,1
20250206,34154,4
20250206,39446,2
20250206,29986,1
20250206,18659,1
20250206,31169,1
20250206,5659,1
20250206,32475,2
20250206,15276,2
20250206,15782,1
20250206,26492,1
20250206,36535,1
20250116,37846,8
20250116,27846,2
20250116,36299,1
20250116,35789,1
20250116,37723,13
20250116,27652,2
20250116,27982,3
20250116,36729,1
20250116,35590,1
20250116,15222,2
20250116,2547,5
20250116,34723,1
20250116,28904,1
20250116,28536,2
20250116,15107,3
20250116,28443,1
20250116,31518,1
20250116,27313,1
20250116,29358,1
20250116,29123,2
20250116,23135,1
20250116,28900,1
20250116,15215,2
20250116,36712,2
20250116,33103,2
20241229,35976,3
20241229,28454,1
20241229,36503,1
20241229,15715,1
20241229,35394,1
20241229,2676,2
20241229,36475,7
20241229,36708,3
20250605,31072,3
20250605,48487,1
20250605,13619,1
20250320,29393,2
20250320,42544,3
20250320,28460,1
20250320,39873,1
20250320,27313,1
20250320,40801,1
20250320,44125,1
20250320,37157,1
20250320,44193,1
20250320,40050,1
20250320,29923,1
20250320,27280,1
20250320,35046,1
20250320,31731,1
20250320,38493,2
20250320,41447,1
20250320,36539,2
20250320,37774,1
20250320,39591,6
20250320,31831,1
20250320,33772,1
20250320,44065,4
20250320,32636,4
20250320,36082,1
20250320,34394,1
20250320,37739,1
20250228,39420,7
20250228,33312,2
20250228,38946,2
20250228,38814,2
20250228,29123,2
20250228,15037,2
20250228,30743,3
20250228,41246,1
20250228,23569,2
20250228,20861,3
20250228,304,2
20250325,29229,1
20250325,28815,2
20250325,35006,1
20250325,31234,2
20250325,27675,1
20250325,28777,1
20250325,30050,6
20250325,23062,2
20250325,30790,2
20250325,26151,2
20250325,29879,1
20250325,36250,1
20250325,27330,3
20250325,35978,2
20250325,23134,1
20250325,40019,1
20250325,43132,2
20250325,31265,1
20250325,13070,1
20250325,28836,2
20250325,13131,2
20250325,44318,1
20250325,32254,3
20250325,38268,1
20250605,54206,5
20250215,26063,3
20250215,38082,3
20250215,23171,1
20250215,15637,1
20250215,23186,2
20250215,20844,11
20250215,31366,1
20250215,31141,2
20250215,18719,2
20250605,20761,1
20250605,25636,1
20250119,37706,1
20250119,31719,1
20250119,30661,2
20250402,29631,1
20250402,20442,3
20250402,44260,2
20250402,36508,1
20250402,33061,3
20250402,41249,6
20250402,31884,1
20250402,10606,1
20250402,32946,1
20250402,42365,1
20250402,30969,2
20250402,30667,2
20250402,38089,1
20250402,23082,1
20250402,39309,2
20250402,41447,2
20250402,33878,5
20250402,28918,2
20250402,18951,5
20250402,5311,3
20250402,5659,1
20250402,43557,1
20250402,42185,1
20250402,38936,1
20250402,45391,2
20250402,45416,3
20250402,43561,5
20250110,36566,2
