event_date,spot_id,conteo_vistas
20250124,17100,1
20250124,37185,2
20250124,20023,2
20250124,20019,1
20250124,15262,1
20250124,18951,5
20250124,17630,1
20250124,26483,1
20250124,28110,2
20250124,34489,2
20250220,32299,2
20250220,35162,4
20250220,13616,2
20250220,36425,1
20250220,39903,1
20250220,29101,1
20250220,10503,1
20250220,23234,1
20250220,28674,11
20250220,35540,2
20250220,23222,3
20250220,15117,1
20250220,315,1
20250220,23503,1
20250220,28545,4
20250220,15960,1
20250220,20786,1
20250220,27348,1
20250220,1759,2
20250220,15076,2
20250220,10078,2
20250220,35402,1
20250220,39347,7
20250220,40193,1
20250220,31690,1
20250129,12513,1
20250129,30125,2
20250129,39054,1
20250129,19635,2
20250129,28199,1
20250129,304,2
20250129,15667,4
20250129,25538,1
20250129,38082,5
20250129,15105,2
20250129,20339,1
20250129,11807,2
20250129,28675,4
20250129,28206,1
20250129,37884,1
20250129,27985,2
20250129,30576,1
20250129,37778,1
20250129,38444,1
20250129,18648,1
20250106,2635,1
20250106,18645,2
20250106,36046,2
20250106,35465,1
20250106,20678,1
20250106,12569,2
20250106,11457,2
20250106,15715,1
20250106,29793,2
20250106,20843,1
20250106,29289,2
20250106,15697,1
20250528,28619,1
20250528,49089,2
20250528,40988,1
20250528,5311,5
20250528,44354,2
20250528,27596,1
20250528,33993,1
20250528,53543,3
20250528,15132,1
20250528,14168,5
20250528,37797,1
20250528,38846,3
20250528,42637,1
20250528,52459,1
20250528,48790,1
20250528,29920,1
20250528,47349,1
20250528,53311,2
20250528,15222,1
20250528,15098,2
20250528,31986,7
20250528,35943,4
20250528,40976,1
20250528,15061,1
20250528,23482,1
20250528,49702,6
20250403,27654,5
20250403,45251,3
20250403,13039,1
20250403,44936,1
20250403,28178,1
20250403,43285,1
20250403,26766,1
20250403,39361,5
20250403,23077,2
20250403,15277,1
20250403,15076,2
20250403,30876,2
20250403,1725,3
20250403,1875,1
20250403,33410,4
20250403,3053,2
20250403,12830,1
20250403,31596,2
20250403,23326,1
20250403,12597,1
20250403,23419,1
20250403,18017,1
20250403,44186,2
20250403,28622,3
20250403,45446,2
20250403,45478,1
20250302,39428,2
20250302,28110,5
20250302,39537,1
20250302,39299,7
20250302,30125,4
20250302,38372,2
20250302,27524,1
20250302,29393,1
20250302,28674,2
20250302,28895,1
20250302,15259,1
20250302,30651,1
20250512,48545,5
20250512,15107,2
20250512,42514,2
20250512,28477,4
20250512,27743,1
20250512,43757,1
20250512,40971,1
20250512,28033,1
20250512,44653,1
20250512,48543,6
20250512,48526,1
20250512,49281,3
20250512,26879,1
20250512,41010,1
20250512,45581,1
20250512,36794,1
20250512,44138,1
20250512,36503,3
20250512,47006,1
20250512,44876,8
20250512,16813,1
20250512,28498,1
20250512,28097,1
20250512,13392,1
20250512,47142,1
20250512,14516,1
20250512,31884,2
20250512,12106,2
20241225,20561,2
20241225,11439,2
20241225,15223,2
20241225,35512,2
20250315,32504,1
20250315,39174,1
20250315,43612,1
20250315,40880,1
20250315,12305,1
20250315,37076,2
20250315,20769,1
20250315,31986,1
20250315,36337,2
20250206,27682,1
20250206,30882,2
20250206,32569,2
20250206,36686,1
20250206,37356,1
20250206,20757,4
20250206,23826,1
20250206,13111,1
20250206,26151,1
20250206,19726,1
20250206,304,1
20250206,36712,2
20250206,31017,1
20250206,34617,1
20250206,12601,1
20250206,35280,1
20250206,20678,1
20250206,27795,1
20250206,23962,1
20250206,28462,1
20250206,28508,1
20250206,29893,1
20250116,30468,1
20250116,37797,3
20250116,31555,4
20250116,20103,1
20250116,37412,1
20250116,35730,3
20250116,36337,2
20250116,34508,1
20250116,34850,1
20250116,36271,1
20250116,13438,2
20250116,25983,2
20250116,36676,2
20250116,28199,1
20250116,35969,1
20250116,35997,1
20250116,36027,1
20250116,36276,1
20250116,15272,1
20250116,32917,1
20250116,29486,1
20250116,35709,1
20250116,29989,1
20250116,36003,1
20250116,32977,1
20250116,19970,1
20250116,28118,7
20250116,22640,3
20250116,28710,2
20250116,36714,1
20241229,30576,1
20241229,28533,1
20241229,23170,1
20241229,31719,3
20241229,35965,1
20241229,11912,1
20241229,34888,1
20250605,29115,1
20250605,39898,1
20250605,42527,1
20250320,44626,13
20250320,23802,1
20250320,27073,3
20250320,11220,1
20250320,30718,1
20250320,35593,1
20250320,33994,1
20250320,14949,3
20250320,30710,1
20250320,20763,1
20250320,28567,1
20250320,5415,1
20250320,37095,1
20250320,15098,1
20250320,24863,2
20250320,34345,2
20250320,35278,2
20250320,30667,1
20250320,18951,3
20250320,43588,2
20250320,40775,1
20250320,44613,1
20250320,41952,1
20250320,42749,1
20250320,27872,2
20250228,29723,1
20250228,40915,1
20250228,39942,1
20250228,41400,1
20250228,29378,2
20250228,39422,3
20250228,36566,2
20250228,14894,1
20250228,11221,2
20250228,30471,1
20250228,41667,1
20250228,42517,1
20250325,28828,3
20250325,43900,1
20250325,42518,2
20250325,37677,1
20250325,12160,1
20250325,43381,1
20250325,33147,1
20250325,32626,1
20250325,23571,1
20250325,18951,2
20250325,28544,1
20250325,22876,5
20250325,28589,1
20250325,26063,1
20250325,20479,1
20250325,26910,4
20250325,32843,1
20250325,36337,3
20250325,5486,1
20250325,13413,1
20250325,13245,1
20250325,41776,1
20250325,26113,1
20250325,19612,1
20250325,40825,1
20250605,53142,1
20250605,51930,1
20250605,55896,8
20250215,23525,1
20250215,15277,1
20250215,30576,2
20250215,15697,4
20250215,10078,1
20250215,32894,1
20250215,27311,1
20250215,30471,1
20250605,31790,1
20250605,51247,2
20250119,22584,1
20250119,18273,3
20250119,28653,1
20250119,32948,1
20250119,29121,2
20250119,15919,1
20250119,28494,1
20250119,28476,1
20250119,37205,4
20250402,26063,4
20250402,28457,1
20250402,41112,1
20250402,21975,2
20250402,1725,10
20250402,32709,2
20250402,32673,1
20250402,9963,6
20250402,23583,3
20250402,15715,2
20250402,38169,2
20250402,26910,2
20250402,27330,3
20250402,17735,1
20250402,15054,3
20250402,38600,2
20250402,35485,2
20250402,38302,1
20250402,39967,1
20250402,38937,2
20250402,36002,1
20250402,13151,3
20250110,37163,14
20250110,27955,2
20250110,28720,1
20250110,15668,2
20250110,1532,3
20250110,35901,1
20250110,31192,6
20250110,36913,1
20250110,35355,1
20250110,15216,2
20250110,32022,1
20250110,498,2
20250110,20055,1
20250110,18933,1
20250110,23535,1
20250110,30003,1
20250110,36338,3
20250110,33847,1
20250408,1072,3
20250408,27795,2
20250408,503,3
20250408,39903,6
20250408,39542,1
20250408,45050,1
20250408,27588,1
20250408,42037,4
20250408,28439,2
20250408,2110,1
20250408,27841,4
20250408,45631,1
20250408,27596,2
20250408,44878,3
20250408,39695,2
20250408,24932,1
20250408,25435,1
20250408,45993,1
20250408,29596,1
20250408,15771,3
20250408,27997,2
20250408,27985,1
20250408,14143,1
20250408,9847,1
20250408,29388,9
20250408,5739,3
20250101,35404,1
20250101,462,2
20250101,20849,1
20250524,44611,1
20250524,48505,1
20250524,45268,3
20250524,48457,1
20250524,48486,1
20250524,14294,2
20250524,50623,1
20250602,44924,1
20250602,32517,5
20250602,44093,1
20250602,2279,2
20250602,28754,2
20250602,5486,1
20250602,55602,1
20250602,28202,2
20250602,47392,11
20250602,12781,3
20250602,28542,2
20250602,51909,1
20250602,50484,1
20250602,13391,6
20250602,31719,3
20250602,43099,1
20250602,30588,1
20250602,2632,2
20250602,20765,1
20250602,18207,1
20250602,28533,1
20250602,15712,1
20250605,51440,1
20250605,42154,1
20241212,35659,17
20241212,23536,2
20241212,29076,1
20241212,1726,1
20241212,28147,2
20241212,15269,5
20241212,31933,2
20241212,28757,2
20250224,39420,4
20250224,20670,30
20250224,33199,1
20250224,30114,1
20250224,35011,1
20250224,40930,12
20250224,40964,6
20250224,27775,7
20250224,28855,3
20250224,40893,2
20250224,20442,2
20250224,23480,1
20250224,34345,1
20250224,15269,5
20250224,29986,2
20250224,40943,6
20250224,40952,6
20250224,14917,2
20250224,15820,3
20250224,28185,2
20250224,41729,1
20241221,31211,1
20250319,42665,2
20250319,43692,1
20250319,43422,3
20250319,37158,1
20250319,29464,2
20250319,42524,1
20250319,31843,1
20250319,30510,8
20250319,38814,1
20250319,2110,2
20250319,33355,1
20250319,36451,1
20250319,14516,1
20250319,12832,2
20250319,15061,1
20250319,23523,1
20250319,23238,2
20250319,12874,1
20250319,13111,4
20250319,44353,3
20250319,40793,5
20250319,36297,1
20250319,41684,1
20250319,41952,2
20250319,39116,1
20250319,42732,2
20250319,27464,1
20250319,38723,1
20250406,2945,1
20250406,26492,1
20250406,32843,1
20250406,39157,2
20250406,32301,1
20250406,39163,1
20250406,33878,1
20250406,45686,1
20241216,36186,4
20241216,28667,1
20241216,5771,1
20241216,33220,2
20241216,23391,1
20241216,15330,2
20241216,28500,3
20241216,23568,1
20241216,20725,1
20241216,391,3
20241216,36135,23
20250329,36905,1
20250329,40965,4
20250329,45066,1
20250329,27675,1
20250329,30710,1
20250329,2068,1
20250329,37221,1
20250329,28099,2
20250329,39540,1
20250329,20671,1
20250329,36990,2
20250329,32843,2
20250324,36680,1
20250324,36473,2
20250324,36465,8
20250324,32636,2
20250324,33474,3
20250324,44610,1
20250324,41657,1
20250324,32224,1
20250324,41865,3
20250324,29321,1
20250324,37205,1
20250324,42143,2
20250324,32843,2
20250324,43140,2
20250324,35540,1
20250324,18951,4
20250324,30003,2
20250324,462,4
20250324,42125,1
20250324,35888,1
20250324,15697,2
20250324,12267,1
20250324,38912,1
20250324,43056,1
20250324,27133,2
20250324,30050,2
20250324,29668,1
20250324,40789,1
20250324,39350,1
20250324,12835,3
20250324,41590,1
